N°AUTO;NOM ETABLISSEMENT;ECRANS;FAUTEUILS;CODE COMMUNE;COMMUNE;GENRE;ART ET ESSAI;ECRANS 3D
421997;MEGA CGR;11;2 049;65440;Tarbes;FIXE;NON;OUI
422160;MEGA CGR;12;2 567;40312;Tarnos;FIXE;NON;OUI
423865;CINE ROC;1;228;24547;Terrasson-Lavilledieu;FIXE;OUI;OUI
424194;GRAND ECRAN;10;1 375;33529;La Teste-de-Buch;FIXE;OUI;OUI
426463;LE CLAIR;1;173;24551;Thiviers;FIXE;OUI;OUI
427363;FAMILIA;1;235;79329;Thouars;FIXE;OUI;OUI
428711;CINE PASSION;1;200;24553;Tocane-Saint-Apre;ITINERANT;OUI;NON
428921;CINE REX;1;173;17448;Tonnay-Boutonne;FIXE;OUI;NON
428942;REX 1;2;320;47310;Tonneins;FIXE;OUI;NON
430202;UGC;9;1 554;31555;Toulouse;FIXE;NON;NON
430222;A B C SALLE A;3;396;31555;Toulouse;FIXE;OUI;NON
430243;AMERICAN COSMOGRAPH 1;3;441;31555;Toulouse;FIXE;OUI;NON
430261;LE CRATERE;1;79;31555;Toulouse;FIXE;OUI;NON
430404;CINEMA LE METRO;1;132;31555;Toulouse;FIXE;NON;NON
430446;GAUMONT WILSON;15;3 529;31555;Toulouse;FIXE;NON;OUI
430455;BORDEROUGE CINE;3;299;31555;Toulouse;FIXE;NON;NON
431351;ESPACE SAINT MICHEL;1;300;31028;Aurignac;ITINERANT;OUI;NON
431352;UTOPIA 1;4;486;31557;Tournefeuille;FIXE;OUI;NON
432661;AGNES VARDA;2;266;85294;La Tranche-sur-Mer;FIXE;OUI;OUI
433913;LE CRISTAL;1;259;17452;La Tremblade;FIXE;NON;NON
435331;L ETOILE;1;228;86273;La Trimouille;FIXE;OUI;NON
436927;VEO GRAND PALACE;5;708;19272;Tulle;FIXE;OUI;OUI
437682;LE LUMIERE;1;200;31561;L' Union;FIXE;OUI;OUI
438001; ITSAS MENDI;1;229;64545;Urrugne;FIXE;OUI;NON
438291;LE CARNOT;2;491;19275;Ussel;FIXE;OUI;OUI
438622;CINEMA LOUIS JOUVET;1;187;19276;Uzerche;FIXE;OUI;OUI
439901;APOLLO;1;148;82186;Valence;FIXE;OUI;OUI
445201;FOYER RURAL;1;200;46330;Vayrac;FIXE;OUI;NON
446204;OBAULABA PLEIN AIR;1;;33540;Vendays-Montalivet;ITINERANT;NON;NON
447605;MJC VERDUN SUR GARONNE;1;98;82190;Verdun-sur-Garonne;FIXE;OUI;NON
451594;CINEVIC;1;110;65460;Vic-en-Bigorre;FIXE;OUI;NON
451631;CINE VIC;1;112;32462;Vic-Fezensac;FIXE;OUI;OUI
452961;ALBRET;1;436;40328;Vieux-Boucau-les-Bains;FIXE;NON;NON
456362;CINE BOR;1;162;31582;Villefranche-de-Lauragais;FIXE;OUI;NON
456402;VOX;2;305;12300;Villefranche-de-Rouergue;FIXE;NON;OUI
457411;MEGA CGR;15;3 271;33550;Villenave-d'Ornon;FIXE;NON;OUI
458401;CYRANO;6;725;47323;Villeneuve-sur-Lot;FIXE;NON;NON
465651;SALLE DU COLLEGE;1;120;86298;Vouneuil-sur-Vienne;ITINERANT;OUI;NON
703700;LE PALMYR;1;200;17225;Les Mathes;FIXE;NON;NON
706850;TICKY HOLGADO;1;201;31066;Bessières;FIXE;NON;NON
707300;LA DOLCE VITA;4;634;33005;Andernos-les-Bains;FIXE;OUI;NON
718200;CINEVILLE;9;2 014;85191;La Roche-sur-Yon;FIXE;NON;OUI
718210;LE CONCORDE;2;294;85191;La Roche-sur-Yon;FIXE;OUI;OUI
720600;MEGA CGR CENTRE;7;1 096;64102;Bayonne;FIXE;NON;OUI
720750;CGR MONTAUBAN;10;1 958;82121;Montauban;FIXE;NON;OUI
721602;STUDIO JULES FERRY;2;288;47001;Agen;FIXE;OUI;NON
721750;CGR ALBI;8;1 533;81004;Albi;FIXE;OUI;OUI
721850;LE GRAND CLUB;8;1 327;40192;Mont-de-Marsan;FIXE;OUI;OUI
722000;LA MUSE;1;275;82025;Bressols;FIXE;OUI;NON
722040;CGR LESCAR;9;1 575;64335;Lescar;FIXE;NON;NON
722720;studio 53;1;118;24053;Boulazac Isle Manoire;FIXE;OUI;NON
723480;KINEPOLIS FENOUILLET;8;1 161;31182;Fenouillet;FIXE;NON;NON
724520;LE GRAND PALAIS;7;1 051;46042;Cahors;FIXE;OUI;NON
724760;ECRAN 7;1;166;31526;La Salvetat-Saint-Gilles;FIXE;NON;NON
13161;ESPACE CULTUREL AREA (EX-ESPACE CULTUREL);1;268;62014;Aire-sur-la-Lys;FIXE;NON;OUI
19702;IDEAL CINEMA;1;206;59008;Aniche;FIXE;NON;OUI
24246;CINEMA LES LUMIERES;5;720;59017;Armentières;FIXE;OUI;OUI
25032;CINEMOVIDA;6;679;62041;Arras;FIXE;OUI;OUI
25038;LE CASINO;1;;62041;Arras;ITINERANT;NON;NON
29144;CINE THEATRE LOUIS ARAGON;1;514;62048;Auchel;FIXE;NON;OUI
33621;CAMEO;2;269;59036;Avesnes-sur-Helpe;FIXE;NON;NON
33912;LE FAMILIA;1;193;62065;Avion;FIXE;NON;NON
36352;FLANDRIA;1;145;59043;Bailleul;FIXE;OUI;OUI
45471;THEATRE SAINT MARTIN;1;211;62100;Beaurainville;ITINERANT;OUI;NON
50033;CINOS;3;566;62108;Berck;FIXE;OUI;OUI
66761;STARS;7;944;62160;Boulogne-sur-Mer;FIXE;OUI;OUI
69231;LE FOYER;1;356;59098;Bousbecque;FIXE;OUI;NON
71791;FA MI LA;1;195;59107;Bray-Dunes;FIXE;OUI;OUI
76821;ETOILES;4;497;62178;Bruay-la-Buissière;FIXE;OUI;OUI
76825;MEGA CGR;12;2 560;62178;Bruay-la-Buissière;FIXE;NON;OUI
82133;L'ALHAMBRA;4;498;62193;Calais;FIXE;OUI;OUI
83071;LE PALACE;5;605;59122;Cambrai;FIXE;NON;OUI
89152;SELECT;1;178;59136;Le Cateau-Cambrésis;FIXE;NON;NON
89644;MILLENIUM;2;590;59139;Caudry;FIXE;OUI;OUI
120181;GAUMONT CITE EUROPE;12;2 371;62239;Coquelles;FIXE;NON;OUI
122525;ESPACE JEAN VILAR;1;314;59155;Coudekerque-Branche;FIXE;NON;NON
125322;LE TRAVELLING;1;292;62250;Courrières;FIXE;NON;OUI
137663;CINE DESVRES;1;111;62268;Desvres;FIXE;NON;NON
141631;HIPPODROME;1;117;59178;Douai;FIXE;OUI;OUI
141657; MAJESTIC;10;2 000;59178;Douai;FIXE;NON;OUI
141823;JEAN RENOIR;1;166;59179;Douchy-les-Mines;FIXE;OUI;OUI
143720;OCINE MARINE;15;2 751;59183;Dunkerque;FIXE;NON;OUI
143731;STUDIO 43 SALLE CHARLIE CHAPLIN;2;456;59183;Dunkerque;FIXE;OUI;NON
167035;SUNSET;1;133;59249;Fourmies;FIXE;NON;OUI
182931;LE VARLIN;1;227;59271;Grande-Synthe;FIXE;NON;OUI
184364;CINEMA SPORTICA;2;369;59273;Gravelines;FIXE;OUI;OUI
190194;LE FAMILIA;1;237;59279;Halluin;FIXE;NON;NON
191372;LE PRÉVERT;1;362;62413;Harnes;FIXE;NON;NON
192833;CENTRE CULTUREL;1;560;59291;Hautmont;FIXE;NON;NON
193731;ARC EN CIEL;4;540;59295;Hazebrouck;FIXE;OUI;OUI
194671;CINEVILLE;12;2 401;62427;Hénin-Beaumont;FIXE;NON;OUI
204312;REGENT;1;580;59324;Jeumont;FIXE;NON;OUI
213491;CINE LAMBERSART;1;181;59328;Lambersart;FIXE;NON;OUI
221842;AMICAL CINE;1;154;59339;Leers;FIXE;NON;OUI
226125;PATHE;15;3 391;62510;Liévin;FIXE;NON;OUI
226974;UGC;14;2 725;59350;Lille;FIXE;NON;OUI
227031;METROPOLE;4;466;59350;Lille;FIXE;OUI;NON
227281;MAJESTIC;6;660;59350;Lille;FIXE;OUI;OUI
231270;KINEPOLIS;23;7 358;59350;Lille;FIXE;NON;OUI
246501;COLISEE LUMIERE;1;226;59378;Marcq-en-Barœul;FIXE;OUI;OUI
258812;ESPACE CULTUREL ROBERT HOSSEIN;1;305;59400;Merville;FIXE;NON;NON
276221;THÉÂTRE DE MONTREUIL-SUR-MER (EX-PASSERELLES) (EX-CINE THEATRE);1;204;62588;Montreuil;FIXE;OUI;NON
287462;CINEMA 2001;2;332;62604;Neufchâtel-Hardelot;FIXE;NON;OUI
342332;GERARD PHILIPE;1;137;59508;Roncq;FIXE;NON;OUI
344352;LE DUPLEXE;9;1 590;59512;Roubaix;FIXE;NON;OUI
352223;AGORA CINE;1;426;59553;Santes;FIXE;NON;NON
364991;REX;1;192;59572;Solre-le-Château;FIXE;NON;NON
372146;CIN'AMAND;6;1 007;59526;Saint-Amand-les-Eaux;FIXE;NON;OUI
407871;OCINE;9;1 546;62765;Saint-Omer;FIXE;OUI;OUI
412322;LE REGENCY;1;140;62767;Saint-Pol-sur-Ternoise;FIXE;OUI;OUI
423382;MODERN CINE;1;170;59586;Templeuve-en-Pévèle;FIXE;NON;OUI
423383;OLYMPIA CINE;1;126;59586;Templeuve-en-Pévèle;FIXE;OUI;NON
427703;FOYER;1;270;59592;Thumeries;FIXE;NON;OUI
430620;LES 3 AS;5;682;62826;Le Touquet-Paris-Plage;FIXE;OUI;OUI
430771;STUDIOS DU FRESNOY SALLE;2;299;59599;Tourcoing;FIXE;OUI;NON
430886;LES ECRANS;5;638;59599;Tourcoing;FIXE;NON;OUI
440044;GAUMONT;15;3 710;59606;Valenciennes;FIXE;NON;OUI
457562;LE KINO CINE;1;316;59009;Villeneuve-d'Ascq;FIXE;OUI;NON
457563;LE MELIES;1;167;59009;Villeneuve-d'Ascq;FIXE;OUI;NON
457576;UGC CINE CITE;12;2 835;59009;Villeneuve-d'Ascq;FIXE;NON;OUI
467301;SALLE GERARD PHILIPE;1;96;59646;Wasquehal;FIXE;NON;NON
720700;OCINE;9;1 744;59392;Maubeuge;FIXE;NON;OUI
12401;STUDIO;2;345;73024;Les Avanchers-Valmorel;FIXE;NON;OUI
12833;LA SALLE DE SPECTACLE ET LE CINEMA;1;150;73006;Aime-la-Plagne;FIXE;NON;NON
13513;VICTORIA;5;870;73008;Aix-les-Bains;FIXE;OUI;NON
14071;LE DOME GAMBETTA;1;247;73011;Albertville;FIXE;NON;OUI
14073;LE DOME;2;365;73011;Albertville;FIXE;OUI;OUI
14222;CASSE MASSION;1;214;73013;Albiez-Montrond;FIXE;NON;NON
15374;BEL' DONNE;2;241;38006;Allevard;FIXE;OUI;OUI
15792;LE MOTTARET;1;172;73015;Les Allues;FIXE;NON;NON
16573;LA FACADE 1;2;307;63003;Ambert;FIXE;OUI;OUI
17961;CINEMA DE LA VIOUZE;1;347;63004;Les Ancizes-Comps;FIXE;OUI;NON
19901;PATHE ANNECY;10;1 839;74010;Annecy;FIXE;NON;OUI
19941;NEMOURS;4;448;74010;Annecy;FIXE;OUI;NON
19945;CINEMA MJC NOVEL;1;174;74010;Annecy;FIXE;OUI;NON
19951;ESPACE 300;2;1 188;74010;Annecy;FIXE;NON;NON
19983;CINE ACTUEL MJC;1;111;74012;Annemasse;FIXE;OUI;NON
19984;SALEVE;2;475;74012;Annemasse;FIXE;NON;NON
20203;NACELLES;4;525;7010;Annonay;FIXE;OUI;NON
20311;SALLE DE CINEMA;1;103;71009;Anost;FIXE;NON;NON
21571;LE CHOUCA;1;240;74014;Arâches-la-Frasse;FIXE;NON;NON
22231;PATHE;12;2 648;74016;Archamps;FIXE;NON;OUI
28462;CINE DOME;14;2 576;63014;Aubière;FIXE;NON;OUI
29741;SALLE POLYVALENTE;1;150;63016;Augerolles;ITINERANT;OUI;NON
31236;CRISTAL;7;1 073;15014;Aurillac;FIXE;OUI;NON
31331;LES ECRINS;1;97;38020;Auris;FIXE;NON;NON
32092;LE CLOS;1;160;38225;Autrans-Méaudre en Vercors;FIXE;OUI;NON
32363;ARLETTY;4;417;71014;Autun;FIXE;OUI;OUI
32771;L EMPIRE;1;244;21038;Auxonne;FIXE;NON;OUI
42201;STELLA CINEMA;2;194;25047;Baume-les-Dames;FIXE;NON;NON
44005;SALLE DE LA CHAUDANNE;1;80;73034;Beaufort;FIXE;NON;NON
44239;COUR DE L'ECOLE;1;0;7028;Beaulieu;ITINERANT;NON;NON
45266;CGR BEAUNE;6;898;21054;Beaune;FIXE;NON;OUI
45602;L'ORON;2;374;38034;Beaurepaire;FIXE;OUI;NON
47476;PATHE BELFORT;14;2 973;90010;Belfort;FIXE;OUI;OUI
47950;VARIETES;2;390;1033;Bellegarde-sur-Valserine;FIXE;OUI;OUI
48241;STUDIO;1;247;73150;La Plagne Tarentaise;FIXE;NON;NON
48422;LE SINGULIER CINEMA;2;299;69019;Belleville;FIXE;OUI;OUI
48503;ARLEQUIN;3;434;1034;Belley;FIXE;OUI;OUI
52141;PLAZZA VICTOR HUGO;3;337;25056;Besançon;FIXE;OUI;NON
52162;ESPACE PLANOISE;1;426;25056;Besançon;FIXE;OUI;NON
52174;MEGARAMA BEAUX  ARTS;8;1 330;25056;Besançon;FIXE;NON;OUI
52532;FOYER RURAL;1;0;63038;Besse-et-Saint-Anastaise;ITINERANT;NON;OUI
58121;SALLE DE CINEMA;1;150;43165;Rosières;ITINERANT;OUI;OUI
59211;L ENTRACT;1;183;42019;Boën-sur-Lignon;FIXE;OUI;OUI
67304;RIO BORVO;1;152;71047;Bourbon-Lancy;FIXE;OUI;NON
67312;CASINO;1;124;3036;Bourbon-l'Archambault;FIXE;NON;NON
67333;LE ROXY;1;192;63047;La Bourboule;FIXE;OUI;NON
67734;FOYER;1;213;42023;Bourg-Argental;FIXE;OUI;NON
67903;SALLE POLYVALENTE;1;0;38052;Le Bourg-d'Oisans;ITINERANT;NON;NON
67904;CINEMA LES ECRINS;1;106;38052;Le Bourg-d'Oisans;FIXE;OUI;NON
67981; LA  GRENETTE;3;594;1053;Bourg-en-Bresse;FIXE;OUI;NON
68423;KINEPOLIS;12;2 010;38053;Bourgoin-Jallieu;FIXE;OUI;OUI
68517;LE COEUR D'OR;3;388;73054;Bourg-Saint-Maurice;FIXE;OUI;OUI
74553;LE DORON;2;358;73057;Brides-les-Bains;FIXE;OUI;NON
75492;PARIS;2;427;43040;Brioude;FIXE;OUI;NON
76073;LES ALIZES;2;345;69029;Bron;FIXE;OUI;NON
78505;reg'Art;1;151;26063;Buis-les-Baronnies;FIXE;OUI;NON
82603;SALLE MELIES;1;267;69034;Caluire-et-Cuire;FIXE;OUI;NON
82604;CINE CALUIRE;1;270;69034;Caluire-et-Cuire;FIXE;OUI;OUI
94802;LE CHALL ENGER;1;141;73064;Challes-les-Eaux;FIXE;OUI;OUI
95044;AXEL;4;722;71076;Chalon-sur-Saône;FIXE;OUI;OUI
95052;ESPACE DES ARTS;2;1 134;71076;Chalon-sur-Saône;FIXE;NON;NON
95076;MEGARAMA;12;1 637;71076;Chalon-sur-Saône;FIXE;NON;NON
95405;CURIAL CINEMA;1;154;73065;Chambéry;FIXE;OUI;NON
95413;ASTREE;4;584;73065;Chambéry;FIXE;OUI;OUI
95451;FORUM CINEMA;2;235;73065;Chambéry;FIXE;OUI;NON
95732;CINEMASCOOP;2;196;43051;Le Chambon-sur-Lignon;FIXE;OUI;OUI
96184;VOX;3;508;74056;Chamonix-Mont-Blanc;FIXE;OUI;OUI
96611;REPUBLIQUE;3;389;39097;Champagnole;FIXE;OUI;NON
96641;RHODO;1;170;73071;Champagny-en-Vanoise;FIXE;NON;NON
101491;SALLE DES FETES;1;400;69270;Chaponnay;ITINERANT;OUI;NON
101692;ALPHA;1;300;69044;Charbonnières-les-Bains;FIXE;OUI;OUI
102173;CRYSTAL PALACE;2;301;58059;La Charité-sur-Loire;FIXE;OUI;NON
102284;LES HALLES;2;210;42052;Charlieu;FIXE;OUI;OUI
102531;CINÉMA DE CHARMOILLE;1;212;25125;Charmoille;FIXE;OUI;OUI
102853;LE TIVOLI;2;233;71106;Charolles;FIXE;OUI;OUI
104091;ETOILE CINEMA;1;185;58062;Château-Chinon (Ville);FIXE;OUI;OUI
105091;MORCLAN 2OOO;1;275;74063;Châtel;FIXE;NON;OUI
105092;LE CHAMOIS;1;100;74063;Châtel;FIXE;NON;NON
106072;L'Etoile;1;245;1093;Châtillon-sur-Chalaronne;FIXE;OUI;OUI
106181;SELECT;2;197;21154;Châtillon-sur-Seine;FIXE;OUI;OUI
106582;LA SOURCE;1;250;15045;Chaudes-Aigues;FIXE;OUI;NON
106673;CINE ACTION PALACE;1;147;71120;Chauffailles;FIXE;OUI;OUI
108298;JEANNE D'ARC;1;195;69052;Chazay-d'Azergues;FIXE;NON;NON
111071;VOX;1;159;7064;Le Cheylard;FIXE;NON;OUI
112151;THEATRE DE VERDURE;1;400;7066;Chomérac;ITINERANT;NON;NON
113611;CASINO;2;243;58079;Clamecy;FIXE;NON;OUI
114062;L'ODYSEE;1;193;71133;La Clayette;FIXE;OUI;OUI
114211;SALLE JEAN GIONO;1;129;38113;Clelles;FIXE;NON;NON
114621; CAPITOLE;5;670;63113;Clermont-Ferrand;FIXE;OUI;NON
114664;LE RIO;1;159;63113;Clermont-Ferrand;FIXE;OUI;NON
114701; JAUDE;7;1 234;63113;Clermont-Ferrand;FIXE;NON;OUI
114717;LES AMBIANCES;3;269;63113;Clermont-Ferrand;FIXE;OUI;NON
114720;LE PARIS;7;1 162;63113;Clermont-Ferrand;FIXE;NON;OUI
114727;CGR CLERMONT FERRAND VAL ARENA;12;2 218;63113;Clermont-Ferrand;FIXE;NON;OUI
114971;FOYER RURAL;1;150;71135;Clessé;ITINERANT;OUI;NON
115511;LES ARTS;1;289;71137;Cluny;FIXE;OUI;OUI
115521;DANAY;1;313;74080;La Clusaz;FIXE;NON;OUI
115562;STUDIO 1600;1;256;74081;Cluses;FIXE;NON;NON
115565;CINETOILES;1;600;74081;Cluses;FIXE;OUI;NON
118073;THEATRE ALPHONSE THIVRIER;1;0;3082;Commentry;ITINERANT;NON;NON
121951;EDEN CINEMA;2;320;58086;Cosne-Cours-sur-Loire;FIXE;OUI;NON
125201;GERGOVIE;3;476;63124;Cournon-d'Auvergne;FIXE;OUI;OUI
125291;REX;1;124;63125;Courpière;FIXE;NON;NON
125424;SALLE EMILIEN MICHOUX;1;189;69066;Cours;FIXE;NON;OUI
127103;LA TURBINE;1;183;74010;Annecy;FIXE;OUI;OUI
127232;ESPACE CULTUREL EOLE;1;349;69069;Craponne;FIXE;NON;OUI
128421;THEATRE EDEN;3;544;26108;Crest;FIXE;OUI;OUI
128605;LE MORVAN;4;456;71153;Le Creusot;FIXE;NON;OUI
130653;LE CINE;1;156;7076;Cruas;FIXE;NON;OUI
133681;SALLE PAULETTE DONZEL;1;250;25271;Gilley;ITINERANT;OUI;NON
136201;AQUEDUC;1;271;69072;Dardilly;FIXE;NON;NON
136753;LE TOBOGGAN;1;144;69275;Décines-Charpieu;FIXE;OUI;OUI
136773;CINEAL;2;345;58095;Decize;FIXE;OUI;OUI
136912;HALLE DES CINQ FONTAINES;1;113;90033;Delle;FIXE;NON;OUI
138172;LE PESTEL;1;207;26113;Die;FIXE;OUI;NON
138462;CINE LABOR;1;139;26114;Dieulefit;FIXE;OUI;OUI
138641;MAJESTIC;3;409;71176;Digoin;FIXE;OUI;OUI
138712;OLYMPIA;10;1 634;21231;Dijon;FIXE;NON;OUI
138715;DARCY;6;1 059;21231;Dijon;FIXE;NON;OUI
138741;ELDORADO;3;403;21231;Dijon;FIXE;OUI;NON
138751;DEVOSGE;5;812;21231;Dijon;FIXE;OUI;NON
139283;CINEMA DE DIVONNE;1;131;1143;Divonne-les-Bains;FIXE;NON;NON
139541;CGR DOLE;6;1 037;39198;Dole;FIXE;NON;OUI
140713;RENE FALLET;1;130;3102;Dompierre-sur-Besbre;FIXE;OUI;OUI
141262;SALLE DES FETES;1;200;26116;Donzère;ITINERANT;OUI;NON
142311;L ESPACE;1;208;74105;Douvaine;FIXE;NON;NON
143691;LE MAUBOURG;1;182;43087;Dunières;FIXE;OUI;OUI
144981;PATHE;12;2 925;38151;Échirolles;FIXE;NON;OUI
145241;MEGARAMA;13;1 973;25212;École-Valentin;FIXE;NON;OUI
145792;ECULLY CINEMA;1;171;69081;Écully;FIXE;OUI;NON
147521;LE MONTCELET;1;222;38155;Entre-deux-Guiers;FIXE;OUI;NON
154251;ROYAL;1;162;74119;Évian-les-Bains;FIXE;NON;NON
157971;VOLTAIRE;3;435;1160;Ferney-Voltaire;FIXE;OUI;OUI
159361;CINE FEURS;1;141;42094;Feurs;FIXE;OUI;NON
159923;MAJESTIC;2;837;42095;Firminy;FIXE;NON;OUI
162501;SALLE DES FETES;1;150;39228;Foncine-le-Haut;FIXE;NON;NON
163811;L'IGLOO;1;250;73116;Fontcouverte-la-Toussuire;FIXE;NON;NON
167151;L EMBELLIE;1;174;73117;Fourneaux;FIXE;NON;OUI
168071;CINE FRANCHEVILLE;1;193;69089;Francheville;FIXE;NON;NON
172682;LE CHARDON;1;131;3118;Gannat;FIXE;OUI;OUI
175404;ODEON;1;266;21292;Genlis;FIXE;OUI;NON
176722;LE CLUB;1;220;74134;Les Gets;FIXE;NON;NON
176873;CINEMA LE PATIO;1;110;1173;Gex;FIXE;OUI;OUI
177140;LE LAUSSY;1;294;38179;Gières;FIXE;NON;NON
182461;LES RHODOS;1;199;74136;Le Grand-Bornand;FIXE;NON;NON
182462;LE CHARMIEUX;1;150;74136;Le Grand-Bornand;FIXE;NON;NON
185002;REX;6;1 009;38185;Grenoble;FIXE;NON;OUI
185023;CLUB;5;479;38185;Grenoble;FIXE;OUI;NON
185044; NEF;7;876;38185;Grenoble;FIXE;NON;OUI
185116;PATHE CHAVANT;10;2 984;38185;Grenoble;FIXE;NON;OUI
185241;LE SCIALET;1;154;38186;Gresse-en-Vercors;FIXE;NON;NON
187852;LE DANTON;1;180;71230;Gueugnon;FIXE;OUI;OUI
188251;SALLE MUNICIPALE;1;238;7102;Guilherand-Granges;FIXE;NON;OUI
192631;NOVELTY;1;177;1185;Hauteville-Lompnes;FIXE;OUI;OUI
199152;LE SIGNAL;1;312;38191;Huez;FIXE;NON;NON
199153;PALAIS;2;258;38191;Huez;FIXE;NON;NON
202085;MODERN;3;408;63178;Issoire;FIXE;OUI;OUI
202891;ESPACE CULTUREL;1;156;73137;Jacob-Bellecombette;FIXE;NON;NON
204141;SALLE DE LA CANTINE;1;50;42039;Chalmazel-Jeansagnière;ITINERANT;NON;OUI
212450;VOX;1;66;21336;Laignes;FIXE;OUI;NON
213122;LE FOYER;1;400;7128;Lalouvesc;FIXE;NON;OUI
215092;L'ETERLOU;1;160;73142;Landry;FIXE;NON;NON
216371;LE CAIRN;1;184;38205;Lans-en-Vercors;FIXE;OUI;NON
216372;SALLE LA RECRE;1;92;38205;Lans-en-Vercors;FIXE;NON;NON
216451;LA RAMASSE;1;180;73290;Val-Cenis;FIXE;NON;OUI
216471;CHANTELOUVE;1;166;73290;Val-Cenis;FIXE;NON;OUI
232572;LE PALACE;3;445;39300;Lons-le-Saunier;FIXE;NON;OUI
232584;4C;2;256;39300;Lons-le-Saunier;FIXE;OUI;NON
232586;CINEMA MEGARAMA;7;995;39300;Lons-le-Saunier;FIXE;NON;OUI
233062;ESPACE(S);1;124;26166;Loriol-sur-Drôme;FIXE;OUI;NON
233941;EDEN;3;469;71263;Louhans;FIXE;OUI;OUI
237821;VOX;1;178;58149;Luzy;FIXE;OUI;NON
237903;PATHE;10;2 104;69123;Lyon ;FIXE;NON;OUI
237933;COMOEDIA;9;1 281;69123;Lyon ;FIXE;OUI;OUI
237945;LE CINEMA;1;46;69123;Lyon ;FIXE;NON;NON
238013;CINEDUCHERE;1;91;69123;Lyon ;FIXE;OUI;OUI
238021;Lumière Bellecour;3;214;69123;Lyon ;FIXE;OUI;NON
238032;ASTORIA;5;894;69123;Lyon ;FIXE;NON;NON
238163;Lumière Fourmi;3;136;69123;Lyon ;FIXE;OUI;NON
238164;UGC PART DIEU;14;2 387;69123;Lyon ;FIXE;NON;OUI
238244;CINEMA BELLECOMBE;1;290;69123;Lyon ;FIXE;NON;NON
238351;Lumière Terreaux;4;326;69123;Lyon ;FIXE;OUI;NON
238421;CINEMA OPERA;1;97;69123;Lyon ;FIXE;OUI;NON
238461;UGC CINE CITE;14;2 830;69123;Lyon ;FIXE;NON;OUI
238494;SAINT DENIS;1;237;69123;Lyon ;FIXE;NON;OUI
238886;PATHE VAISE;14;2 801;69123;Lyon ;FIXE;NON;OUI
239353;CINE MARIVAUX;11;2 085;71270;Mâcon;FIXE;OUI;OUI
239412;LES ECRINS;1;250;73150;La Plagne Tarentaise;FIXE;NON;NON
240661;SALLE SAINT MICHEL;1;320;25356;Maîche;FIXE;OUI;OUI
245911;VOX;1;175;71275;Marcigny;FIXE;OUI;NON
252342;CINEMATOUR;1;199;71289;Matour;FIXE;NON;NON
253164;LE PRE BOURGES;1;256;15120;Mauriac;FIXE;OUI;OUI
255072;PANORAMIC;1;315;74173;Megève;FIXE;NON;OUI
255421;SALLE COMMUNALE;1;100;1241;Meillonnas;ITINERANT;NON;NON
260602;CINEMA LE MONT D'OR;2;212;25380;Métabief;FIXE;OUI;NON
261273;CINEMA L HORLOGE;1;161;1244;Meximieux;FIXE;OUI;OUI
261581;CINEMA LE RABELAIS;1;287;74010;Annecy;FIXE;OUI;OUI
261603;CINE-MEYZIEU;3;408;69282;Meyzieu;FIXE;OUI;OUI
262461;SALLE DES FETES;1;200;1247;Mijoux;ITINERANT;NON;NON
263612;SALLE DES FETES;1;300;1249;Miribel;ITINERANT;OUI;NON
264123;LE GRAND AIR;1;220;73157;Modane;FIXE;NON;NON
264442;FRANCOIS TRUFFAUT;1;330;39333;Moirans-en-Montagne;FIXE;OUI;OUI
266962;LA CAPITELLE;2;348;43137;Monistrol-sur-Loire;FIXE;OUI;OUI
269141;LE PHENIX;1;165;21425;Montbard;FIXE;OUI;OUI
269255;COLISEE CONCORDE;4;1 053;25388;Montbéliard;FIXE;OUI;NON
269635;Cinéma REX;5;816;42147;Montbrison;FIXE;OUI;OUI
269843;LE PLESSIS;3;662;71306;Montceau-les-Mines;FIXE;OUI;OUI
270673;OLYMPIC;1;178;63236;Mont-Dore;FIXE;NON;NON
271052;PALACE;5;613;26198;Montélimar;FIXE;NON;OUI
271055;SALLE DES TEMPLIERS;1;118;26198;Montélimar;FIXE;OUI;OUI
271071;NEF;7;627;26198;Montélimar;FIXE;NON;OUI
274201;PALACE;5;662;3185;Montluçon;FIXE;OUI;OUI
274272;SALLE LES AUGUSTINS;1;171;1262;Montluel;FIXE;NON;NON
274543;CHARLIE CHAPLIN;1;158;73171;Montmélian;FIXE;OUI;OUI
274900; SALLE D'ANIMATION RURALE;1;0;26208;Montoison;ITINERANT;NON;OUI
275460;SALLE POLYVALENTE;1;0;7189;Ribes;ITINERANT;OUI;OUI
276361;FORUM;1;315;73173;Montricher-Albanne;FIXE;NON;NON
277331;RUITOR;2;291;73176;Montvalezan;FIXE;NON;NON
277851;LE DAUPHIN;1;161;38261;Morestel;FIXE;OUI;NON
277940;CASINO;2;308;39368;Hauts de Bienne;FIXE;OUI;OUI
278432;CINEMA JEAN CARMET;1;298;69141;Mornant;FIXE;OUI;OUI
278802;LE PARIS;1;120;25411;Morteau;FIXE;NON;OUI
278805;L ATALANTE;1;340;25411;Morteau;FIXE;OUI;NON
279184;REX;1;288;74191;Morzine;FIXE;NON;NON
279192;LES PORTES DU SOLEIL;1;261;74191;Morzine;FIXE;NON;OUI
280653;CGR MOULINS;9;1 118;3190;Moulins;FIXE;OUI;OUI
281723;REX;2;263;73181;Moûtiers;FIXE;OUI;OUI
282922;L ARVERNE;1;100;15138;Murat;FIXE;OUI;NON
