N°AUTO;NOM ETABLISSEMENT;ECRANS;FAUTEUILS;CODE COMMUNE;COMMUNE;GENRE;ART ET ESSAI;ECRANS 3D
724048;CINE LOIRE;9;1 804;37261;Tours;FIXE;NON;NON
724600;CINEVILLE;6;1 244;35352;Vern-sur-Seiche;FIXE;NON;NON
11592;CGR AGEN;10;1 595;47001;Agen;FIXE;NON;OUI
12562;THEOPHILE DE VIAU;1;254;47004;Aiguillon;FIXE;OUI;NON
12572;LE GOELAND;1;320;85001;L' Aiguillon-sur-Mer;FIXE;NON;NON
13151;GALAXIE;2;444;40001;Aire-sur-l'Adour;FIXE;OUI;NON
13321;REX;1;265;17004;Île-d'Aix;FIXE;NON;NON
13622;ESPACE CULTUREL VILLENEUVE;2;250;85003;Aizenay;FIXE;OUI;NON
14102;CGR ALBI LAPEROUSE;3;467;81004;Albi;FIXE;NON;OUI
14114;Cinéma SNA;1;142;81004;Albi;FIXE;OUI;NON
19325;MONCINE;7;1 095;64024;Anglet;FIXE;NON;OUI
19464;CITE INTERN DE LA BANDE DESSINEE ET DE L'IMAGE (EX-CNBDI);2;294;16015;Angoulême;FIXE;OUI;NON
19491;MEGA CGR;11;1 876;16015;Angoulême;FIXE;NON;OUI
22051;GRAND ECRAN;3;519;33009;Arcachon;FIXE;OUI;OUI
23131;CASINO;1;288;65025;Argelès-Gazost;FIXE;OUI;OUI
23262;LE TURENNE;1;187;19010;Argentat-sur-Dordogne;FIXE;OUI;NON
23491;LE COMMYNES;1;223;79013;Argentonnay;FIXE;NON;NON
25179;MAISON DU VAL D'AZUN;1;75;65032;Arrens-Marsous;FIXE;NON;NON
26132;ST MICHEL;1;200;64062;Arudy;FIXE;OUI;OUI
26180;SALLE POLYVALENTE;1;;12011;Arvieu;ITINERANT;OUI;NON
28661;LE CARFOUR;1;238;85008;Aubigny-Les Clouzeaux;FIXE;OUI;NON
28991;COLBERT;2;379;23008;Aubusson;FIXE;OUI;NON
29062;JEAN MARAIS;1;188;31022;Aucamville;FIXE;OUI;NON
29123;CINE 32;5;835;32013;Auch;FIXE;OUI;NON
31544;L'OUSTAL;1;179;31033;Auterive;FIXE;OUI;OUI
32941;STUDIO 7;1;98;31036;Auzielle;FIXE;OUI;NON
34482;CASINO;1;336;9032;Ax-les-Thermes;FIXE;OUI;NON
35861;LE MAINTENON;1;132;65059;Bagnères-de-Bigorre;FIXE;OUI;NON
35872;REX;2;378;31042;Bagnères-de-Luchon;FIXE;OUI;OUI
38501;CINEMA DE BARAQUEVILLE;1;164;12056;Baraqueville;FIXE;OUI;OUI
38592;SALLE COMMUNALE;1;90;47021;Barbaste;ITINERANT;NON;NON
38772;LE CLUB;2;239;16028;Barbezieux-Saint-Hilaire;FIXE;OUI;OUI
39131;LE REFUGE;1;136;65481;Barèges;FIXE;NON;NON
42681;L ATALANTE;1;180;64102;Bayonne;FIXE;OUI;NON
42717;L'ATALANTE;3;400;64102;Bayonne;FIXE;NON;NON
42841;VOG;1;154;33036;Bazas;FIXE;OUI;OUI
44892;LES NOUVEAUX BLEUS;1;212;82013;Beaumont-de-Lomagne;FIXE;OUI;OUI
46862;LE FESTIVAL;2;374;33039;Bègles;FIXE;OUI;OUI
47645;LUX;1;292;87011;Bellac;FIXE;OUI;OUI
50151;CYRANO;9;1 082;24037;Bergerac;FIXE;OUI;OUI
54891;ROYAL;3;458;64122;Biarritz;FIXE;OUI;NON
54931;ROBERT DOISNEAU;1;186;46029;Biars-sur-Cère;FIXE;OUI;OUI
55532;CENTRE CULTUREL;1;298;33051;Biganos;FIXE;OUI;OUI
56475;LE RENOIR;4;536;40046;Biscarrosse;FIXE;OUI;NON
57141;MEGA CGR;15;2 998;31069;Blagnac;FIXE;NON;OUI
57172;REX;1;213;31069;Blagnac;FIXE;OUI;NON
57821;COLONNES;2;339;33056;Blanquefort;FIXE;OUI;OUI
57851;SELECT;1;114;16046;Côteaux du Blanzacais;FIXE;NON;NON
58143;LE ZOETROPE;2;408;33058;Blaye;FIXE;OUI;NON
62802;MEGA CGR LE FRANCAIS;12;1 900;33063;Bordeaux;FIXE;NON;OUI
62804;UGC CINE CITE;18;2 648;33063;Bordeaux;FIXE;NON;OUI
62871;MEGARAMA;17;2 878;33063;Bordeaux;FIXE;NON;OUI
63411;UTOPIA;5;553;33063;Bordeaux;FIXE;OUI;NON
64352;LE 7 EME ART;2;358;19028;Bort-les-Orgues;FIXE;OUI;OUI
66714;CINE LUMIERE;1;221;31080;Boulogne-sur-Gesse;FIXE;OUI;OUI
67711;CINEMA CLAUDE MILLER;1;410;23030;Bourganeuf;FIXE;OUI;NON
72985;LE FAUTEUIL ROUGE;5;813;79049;Bressuire;FIXE;OUI;OUI
73371;LE FIEF;1;290;85035;Bretignolles-sur-Mer;FIXE;NON;NON
75694;MEGA CGR;9;1 504;19031;Brive-la-Gaillarde;FIXE;NON;OUI
75703;REX 1;3;587;19031;Brive-la-Gaillarde;FIXE;OUI;NON
78542;LUX LOUIS DELLUC;2;281;24068;Le Buisson-de-Cadouin;FIXE;OUI;OUI
80391;MEGA CGR;12;2 219;86041;Buxerolles;FIXE;NON;OUI
80991;SALLE POLYVALENTE;1;150;46040;Cabrerets;ITINERANT;OUI;NON
81311;SALLE LUX;2;286;33081;Cadillac;FIXE;OUI;OUI
81673;LE QUERCY;1;360;46042;Cahors;FIXE;OUI;OUI
82741;LE TEMPLE;1;172;12044;Camarès;FIXE;NON;NON
82961;L AIGLON;1;110;64160;Cambo-les-Bains;FIXE;OUI;OUI
84441;CENTRE SIMONE SIGNORET;1;383;33090;Canéjan;FIXE;NON;OUI
85211;RIO CINEMA;1;172;40065;Capbreton;FIXE;OUI;OUI
85323;ATMOSPHERE;1;263;12052;Capdenac-Gare;FIXE;OUI;NON
85851;CENTRE AUDIOVISUEL;1;195;33095;Captieux;FIXE;OUI;OUI
85861;CASINO;1;99;65127;Capvern;FIXE;OUI;NON
85981;FAVOLS;1;196;33096;Carbon-Blanc;FIXE;NON;OUI
85993;CINE CARBONNE;1;206;31107;Carbonne;FIXE;OUI;NON
86031;CENTRE CULTUREL DE L ESTRAN;1;248;33097;Carcans;FIXE;NON;OUI
86544;CLAP CINE;4;573;81060;Carmaux;FIXE;OUI;OUI
86860;SALLE MULTISERVICE;1;0;64167;Carrère;ITINERANT;NON;NON
87772;M J C  CINE 113;1;178;31113;Castanet-Tolosan;FIXE;OUI;OUI
87941;LE CASTELIA;1;190;31116;Castelginest;FIXE;OUI;OUI
87966;L'ODYSSEE;1;185;47052;Casteljaloux;FIXE;OUI;OUI
88111;LE MELIES;1;193;31117;Castelmaurou;FIXE;OUI;OUI
88371;SALLE COMMUNALE POLYVALENTE;1;80;9082;Castelnau-Durban;ITINERANT;OUI;NON
88512;VOX;1;184;82033;Castelsarrasin;FIXE;OUI;NON
88751;KURSAAL;1;106;40075;Castets;FIXE;OUI;OUI
88991;CINE 4;1;205;47057;Castillonnès;FIXE;OUI;OUI
89105;CGR CASTRES;5;660;81065;Castres;FIXE;OUI;OUI
90112;CINEMA THEATRE;1;330;82037;Caussade;FIXE;OUI;OUI
90191;CASINO;1;500;65138;Cauterets;FIXE;OUI;NON
90763;ARMAGNAC;1;186;32096;Cazaubon;FIXE;OUI;NON
90932;LES CAPUCINS;1;237;31135;Cazères;FIXE;OUI;OUI
92441;7EME ART;1;200;79062;Cerizay;FIXE;OUI;OUI
93261;COMPLEXE LE REX;2;544;33122;Cestas;FIXE;OUI;OUI
94743;CLUB;2;516;85047;Challans;FIXE;OUI;OUI
99051;CINE LUMIERE;1;160;85051;Chantonnay;FIXE;OUI;NON
99411;LA CHAPELLE ACHARD;1;300;85152;Les Achards;ITINERANT;NON;NON
103561;VOX;1;178;16085;Chasseneuil-sur-Bonnieure;FIXE;OUI;NON
103922;SALLE BELLE EPINE;1;160;85059;La Châtaigneraie;FIXE;NON;OUI
104143;CINEMA LA GARGAMOELLE;1;147;85060;Château-d'Olonne;FIXE;NON;NON
104642;COLISEE;1;210;87040;Châteauneuf-la-Forêt;FIXE;OUI;NON
105375;LES 400 COUPS;1;129;86066;Châtellerault;FIXE;OUI;OUI
105404;LOFT CINEMAS;7;946;86066;Châtellerault;FIXE;OUI;NON
107511;REX;2;218;86070;Chauvigny;FIXE;OUI;OUI
108592;FOYER CULTUREL;1;146;79083;Chef-Boutonne;FIXE;OUI;OUI
113131;LE CINE-MALICE;1;126;86078;Civray;FIXE;OUI;OUI
113271;LE MAGNOAC;1;116;65148;Cizos;FIXE;OUI;NON
115891;GALAXY;7;962;16102;Cognac;FIXE;NON;NON
117341;CENTRAL;2;412;31149;Colomiers;FIXE;OUI;OUI
119181;CINE 32 GASCOGNE;2;273;32107;Condom;FIXE;OUI;OUI
119331;LE CAPITOLE;1;149;16106;Confolens;FIXE;OUI;OUI
122291;LA MALINE;1;278;17121;La Couarde-sur-Mer;FIXE;OUI;NON
125933;LE MARCHOIS;1;104;23067;La Courtine;FIXE;NON;OUI
127501;HENRI GEORGES CLOUZOT;1;222;79048;La Crèche;FIXE;OUI;OUI
127821;MAX LINDER;1;189;33140;Créon;FIXE;OUI;OUI
136666;LE GRAND CLUB;8;1 275;40088;Dax;FIXE;OUI;OUI
136686;LA STRADA;3;460;12089;Decazeville;FIXE;OUI;OUI
141321;LE CINEMA;1;270;87059;Le Dorat;FIXE;OUI;NON
143772;SALLE DES FETES;1;200;23075;Dun-le-Palestel;ITINERANT;OUI;OUI
144303;CINEMA DE GOURETTE;1;126;64204;Eaux-Bonnes;FIXE;NON;NON
144331;FOYER ARMAGNAC EAUZE;1;323;32119;Eauze;FIXE;OUI;OUI
146013;L ESPLANADE;2;269;19073;Égletons;FIXE;OUI;OUI
147471;CINEMA POUR TOUS;1;150;12094;Entraygues-sur-Truyère;FIXE;OUI;OUI
150801;REX;1;217;12096;Espalion;FIXE;OUI;OUI
154142;ALPHA;1;172;23076;Évaux-les-Bains;FIXE;OUI;NON
154813;JEAN GABIN;1;135;87064;Eymoutiers;FIXE;OUI;OUI
154921;JEAN RENOIR;1;169;33162;Eysines;FIXE;OUI;OUI
158201;LE ROC;1;153;85089;La Ferrière;FIXE;OUI;OUI
159674;CHARLES BOYER;1;317;46102;Figeac;FIXE;OUI;NON
161061;GRAND ANGLE;2;157;32132;Fleurance;FIXE;OUI;OUI
162212;REX;1;141;9122;Foix;FIXE;OUI;NON
162213;CENTRE CULTUREL;1;463;9122;Foix;FIXE;OUI;OUI
163150;MEGA CGR;8;1 501;86100;Fontaine-le-Comte;FIXE;NON;NON
164003;CINEMA LE RENAISSANCE;3;520;85092;Fontenay-le-Comte;FIXE;OUI;OUI
166862;CASINO;1;282;17168;Fouras;FIXE;OUI;NON
171253;CINE FRONTON;1;120;31202;Fronton;FIXE;OUI;OUI
172104;IMAG'IN CINEMA L'OLYMPIA;4;709;81099;Gaillac;FIXE;OUI;OUI
172860;CINESCOP;6;873;16146;Garat;FIXE;OUI;OUI
173432;LE FAMILY;1;166;64233;Garlin;FIXE;OUI;OUI
174961;CINEMA DE GENCAY;1;104;86103;Gençay;FIXE;OUI;OUI
177663;CINEMA DE LA COMMUNAUTE DE COMMUNE;1;97;32147;Gimont;FIXE;OUI;OUI
181262;L'ATALANTE;2;290;46127;Gourdon;FIXE;OUI;OUI
182282;L'ATELIER;1;158;46128;Gramat;FIXE;OUI;OUI
184252;CINEMA VERTIGO;2;280;81105;Graulhet;FIXE;OUI;NON
184852;L'ENTRACT;1;250;31232;Grenade;FIXE;OUI;NON
187515;SENECHAL;5;695;23096;Guéret;FIXE;OUI;OUI
188933;GERARD PHILIPE;1;182;33199;Gujan-Mestras;FIXE;OUI;OUI
189661;AQUITAINE;1;415;40119;Hagetmau;FIXE;OUI;OUI
189830;L'ENTREPOT DES JALLES;1;480;33200;Le Haillan;FIXE;OUI;NON
191591;HARITZ BARNE;1;193;64256;Hasparren;FIXE;OUI;OUI
194541;VARIETES;1;324;64260;Hendaye;FIXE;OUI;OUI
195021;GRAND ECRAN;1;376;85109;Les Herbiers;FIXE;OUI;OUI
198721;LOU HAPCHOT;1;481;33203;Hourtin;FIXE;NON;NON
199951;MERIDIEN;4;1 052;65226;Ibos;FIXE;OUI;OUI
200332;CINE ILAIS;1;216;85113;L' Île-d'Yeu;FIXE;OUI;OUI
201632;SALLE DES FETES;1;237;31239;L' Isle-en-Dodon;FIXE;NON;OUI
201661;OLYMPIA;2;191;32160;L' Isle-Jourdain;FIXE;OUI;OUI
203343;SALLE DES ORMEAUX;1;191;85114;Jard-sur-Mer;FIXE;OUI;OUI
204891;FAMILIA;2;354;17197;Jonzac;FIXE;OUI;OUI
208981;SALLE JACQUES BREL;1;150;81115;Labastide-Rouairoux;ITINERANT;OUI;NON
209151;GAUMONT;16;3 647;31254;Labège;FIXE;NON;OUI
209494;LE FELIX;1;236;40134;Labouheyre;FIXE;OUI;OUI
209682;LE ROND POINT;1;167;81120;Labruguière;FIXE;OUI;NON
212871;LE LALANO;1;252;65250;Lalanne-Trie;FIXE;OUI;NON
215621;RIO;2;465;33227;Langon;FIXE;OUI;NON
215634;GRAND ECRAN LANGON;6;993;33227;LANGON;FIXE;NON;NON
216064;LE RIO;1;383;65258;Lannemezan;FIXE;NON;NON
218381;LOUIS JOUVET;1;155;64320;Laruns;FIXE;OUI;OUI
220603;ESPACE DES NOUVEAUTES;1;192;81140;Lavaur;FIXE;OUI;OUI
220681;CASINO;2;480;9160;Lavelanet;FIXE;OUI;OUI
221712;LE SENECHAL;2;174;32208;Lectoure;FIXE;OUI;OUI
222030;TEMPO;1;252;31291;Léguevin;FIXE;OUI;NON
222481;ETOILE;1;289;86128;Lencloître;FIXE;NON;NON
222821;ESPACE CULTUREL GEORGES BRASSENS;1;349;33238;Léognan;FIXE;NON;OUI
222841;CENTRE CULTUREL LEON;1;222;40150;Léon;FIXE;OUI;OUI
223612;JEAN DUJARDIN;1;212;33240;Lesparre-Médoc;FIXE;OUI;OUI
225444;GRAND ECRAN;10;1 367;33243;Libourne;FIXE;OUI;OUI
228305;LIDO 2;3;686;87085;Limoges;FIXE;OUI;NON
228311;HORIZON GRANDS ECRANS;14;2 252;87085;Limoges;FIXE;NON;OUI
228370;GRAND ECRAN ESTER;14;2 465;87085;Limoges;FIXE;NON;OUI
233742;L ARIXO;1;107;65282;Loudenvielle;FIXE;OUI;OUI
233802;CINEMA CORNAY;1;151;86137;Loudun;FIXE;OUI;NON
234273;LE PALAIS;1;487;65286;Lourdes;FIXE;OUI;NON
234295;CINEMA BERNADETTE;1;281;65286;Lourdes;FIXE;NON;NON
234296;LE PAX;3;492;65286;Lourdes;FIXE;NON;NON
234297;LE MAJESTIC;1;249;65286;Lourdes;FIXE;NON;NON
235771;ESPACE;5;766;85128;Luçon;FIXE;OUI;OUI
237793;MAISON DE LA VALLEE;1;137;65295;Luz-Saint-Sauveur;FIXE;OUI;OUI
245883;CINE JIM 32;1;88;32233;Marciac;FIXE;OUI;OUI
246763;L'ESTRAN;1;206;17219;Marennes;FIXE;OUI;OUI
248254;PLAZA;4;513;47157;Marmande;FIXE;OUI;OUI
250751;LE SILVERADO;1;150;16211;Marthon;FIXE;OUI;NON
251922;SALLE NOTRE-DAME;1;153;32242;Masseube;FIXE;OUI;OUI
252212;LE FORUM;1;154;17224;Matha;FIXE;NON;NON
252701;CINE CASTEL;1;269;79079;Mauléon;FIXE;OUI;OUI
252742;MAULE BAITHA;2;416;64371;Mauléon-Licharre;FIXE;OUI;OUI
253442;CINEMAUV;1;92;32249;Mauvezin;FIXE;OUI;OUI
254005;CINEMA APOLLO;2;485;81163;Mazamet;FIXE;OUI;OUI
254173;CINEMAZ;1;182;9185;Mazères;FIXE;NON;NON
255911;LE MELIES;2;434;79174;Melle;FIXE;OUI;OUI
258161;MERIGNAC CINE;4;1 041;33281;Mérignac;FIXE;NON;OUI
259022;FAMILY FUN PARK;1;133;17230;Meschers-sur-Gironde;FIXE;OUI;NON
260340;CAMPING LE VIEUX PORT;1;;40181;Messanges;ITINERANT;NON;NON
261351;LE SOUBISE;1;244;19136;Meymac;FIXE;OUI;OUI
262622;LES CINEMAS DE MILLAU;4;581;12145;Millau;FIXE;OUI;OUI
262921;LE PARNASSE;1;750;40184;Mimizan;FIXE;OUI;NON
263372;CINE ASTARAC;1;250;32256;Mirande;FIXE;OUI;NON
263563;ESPACE CULTUREL ANDRE MALRAUX;1;106;9194;Mirepoix;FIXE;OUI;NON
264591; CONCORDE;6;737;82112;Moissac;FIXE;NON;NON
266213;CINE'MONCLAR;1;153;82115;Monclar-de-Quercy;FIXE;NON;OUI
266292;STELLA;1;295;79179;Moncoutant;FIXE;OUI;OUI
266571;LA BOBINE;1;159;64393;Monein;FIXE;OUI;OUI
267243;LE LASCAUX;1;179;24294;Montpon-Ménestérol;FIXE;OUI;OUI
267391;EDEN;1;189;33289;Monségur;FIXE;OUI;OUI
267432;LE LIBERTY 2;2;312;47179;Monsempron-Libos;FIXE;OUI;OUI
268122;CINEMA CAMERA 5 (LOUIS ET AUGUSTE LUMIERE);2;280;85146;Montaigu;FIXE;OUI;OUI
268813;CGR LE PARIS;3;461;82121;Montauban;FIXE;OUI;OUI
270562;ROYAL CINEMA;4;607;40192;Mont-de-Marsan;FIXE;NON;OUI
271162;ANDRONIS;1;120;17240;Montendre;FIXE;OUI;NON
272481;LE CINE;1;133;17241;Montguyon;FIXE;OUI;OUI
272701;VOX;1;176;24291;Montignac;FIXE;OUI;OUI
274682;LE MONTMORELIEN;1;92;16230;Montmoreau;FIXE;OUI;NON
274732;MAJESTIC;1;166;86165;Montmorillon;FIXE;OUI;OUI
275751;CINE SELECT;1;202;81182;Montredon-Labessonnié;FIXE;NON;NON
275771;VARIETES;1;200;31390;Montréjeau;FIXE;OUI;NON
277721;CINELOISIRS;1;441;40197;Morcenx;FIXE;OUI;OUI
280894;CINE M;2;238;64410;Mourenx;FIXE;OUI;OUI
282411;ENTRACTE;1;192;40201;Mugron;FIXE;OUI;OUI
282999;BERTRAND TAVERNIER;1;94;12164;Mur-de-Barrez;FIXE;OUI;NON
283105;VEO - GRAND - MERMOZ;8;1 041;31395;Muret;FIXE;OUI;NON
283412;SALLE NOTRE DAME;1;141;24299;Mussidan;FIXE;OUI;OUI
286912;LE MARGOT;1;236;47195;Nérac;FIXE;OUI;NON
288571;LE PARADISIO;1;144;19148;Neuvic;FIXE;OUI;OUI
288922;LE MAJESTIC;1;134;86177;Neuville-de-Poitou;FIXE;OUI;OUI
291114;LE STUDIO;2;893;79191;Niort;FIXE;OUI;NON
291144;MEGA CGR;12;2 052;79191;Niort;FIXE;NON;OUI
291731;NOGARO CINE;1;296;32296;Nogaro;FIXE;OUI;OUI
292231;MIMOSA;2;500;85163;Noirmoutier-en-l'Île;FIXE;OUI;OUI
292782;CINEMA LOUIS DELLUC;1;169;24311;Nontron;FIXE;OUI;OUI
293531;LES YOLES SALLE STE THERESE;1;400;85164;Notre-Dame-de-Monts;FIXE;NON;NON
297122;LUXOR;3;429;64422;Oloron-Sainte-Marie;FIXE;OUI;OUI
299685;LE PIXEL;2;299;64430;Orthez;FIXE;OUI;OUI
302933;REX;2;275;9225;Pamiers;FIXE;NON;OUI
303803;CIRCUIT DES PINS;1;;40217;Parentis-en-Born;ITINERANT;NON;NON
304442;CINEMA FAMILIAL LE FOYER;2;356;79202;Parthenay;FIXE;OUI;OUI
305014;LE MELIES;2;412;64445;Pau;FIXE;OUI;NON
305031;CGR SAINT LOUIS;7;1 148;64445;Pau;FIXE;NON;OUI
305041;MEGA CGR;12;2 570;64445;Pau;FIXE;NON;OUI
305101;EDEN;1;283;33314;Pauillac;FIXE;OUI;OUI
307135;CGR PERIGUEUX;10;1 864;24322;Périgueux;FIXE;OUI;OUI
308361;J.EUSTACHE;5;767;33318;Pessac;FIXE;OUI;OUI
309331;LE CLUB;1;200;87117;Peyrat-le-Château;FIXE;NON;OUI
309443;LA LUTZ;1;199;40224;Peyrehorade;FIXE;OUI;NON
310180;MEGARAMA PIAN MEDOC;6;1 084;33322;Le Pian-Médoc;FIXE;NON;OUI
312973;L EUROPE;1;181;32319;Plaisance;FIXE;OUI;OUI
312981;CINE PLAISANCE;3;537;31424;Plaisance-du-Touch;FIXE;NON;OUI
317345;TAP CASTILLE;3;459;86194;Poitiers;FIXE;OUI;OUI
317384;LE DIETRICH;1;141;86194;Poitiers;FIXE;OUI;NON
317394;CGR CASTILLE;5;719;86194;Poitiers;FIXE;NON;OUI
318483;LE VAUBAN;2;234;17283;Pons;FIXE;OUI;OUI
320561;GRAND ECRAN;1;220;40230;Pontonx-sur-l'Adour;FIXE;OUI;NON
321121;CAMPING MUNICIPAL;1;150;33333;Le Porge;ITINERANT;OUI;OUI
322592;SALLE DE CINEMA;1;0;40233;Pouillon;ITINERANT;OUI;NON
323493;L'ECHIQUIER;1;154;85182;Pouzauges;FIXE;OUI;OUI
324302;CINEMA LOUIS MALLE;1;250;46225;Prayssac;FIXE;OUI;NON
330574;LA HALLE;1;99;81220;Rabastens;FIXE;OUI;OUI
331401;L AUTAN;1;201;31446;Ramonville-Saint-Agne;FIXE;OUI;OUI
335303;REX;1;249;33352;La Réole;FIXE;OUI;OUI
335473;LA MAISON POUR TOUS;1;88;12197;Réquista;FIXE;NON;OUI
336023;CINE GET;1;193;31451;Revel;FIXE;OUI;OUI
336801;MAX LINDER;1;314;24352;Ribérac;FIXE;OUI;OUI
337353;SALLE DE CINEMA ET DE SPECTACLES VIVANTS;1;239;12198;Rieupeyroux;FIXE;OUI;OUI
338172;CINEMA Z;1;64;40243;Rion-des-Landes;FIXE;OUI;OUI
339491;LE CLUB;1;161;24354;La Roche-Chalais;FIXE;OUI;OUI
339664;APOLLO CINE;8;1 310;17299;Rochefort;FIXE;OUI;OUI
339713;LA HALLE AUX GRAINS;1;130;16281;La Rochefoucauld;FIXE;OUI;NON
339851;CGR OLYMPIA;3;777;17300;La Rochelle;FIXE;OUI;OUI
339852;LA COURSIVE;2;1 280;17300;La Rochelle;FIXE;OUI;OUI
339871;CGR DRAGON;6;1 024;17300;La Rochelle;FIXE;NON;OUI
339911;MEGA CGR;12;2 421;17300;La Rochelle;FIXE;NON;OUI
340043;LE KERLOUET;1;233;86207;La Roche-Posay;FIXE;OUI;NON
340411;SALLE DU CHATEAU;1;50;16282;La Rochette;ITINERANT;OUI;NON
340874;CGR RODEZ;10;1 603;12202;Rodez;FIXE;OUI;OUI
343010;LE MOULIN DE ROQUES;1;230;31458;Roques;FIXE;NON;NON
346502;LIDO;6;1 076;17306;Royan;FIXE;NON;NON
347302;FAMILY;2;271;16292;Ruffec;FIXE;OUI;OUI
348296;LE GRAND PALACE;5;798;85194;Les Sables-d'Olonne;FIXE;NON;OUI
348442;L ESTRADE;1;103;40246;Sabres;FIXE;OUI;NON
349492;GALLIA;2;520;17415;Saintes;FIXE;OUI;OUI
349524;ATLANTIC CINE;8;1 256;17415;Saintes;FIXE;NON;NON
350169;LE SALEYS;1;138;64499;Salies-de-Béarn;FIXE;OUI;OUI
350641;LE 7 ÈME ART;1;162;33498;Salles;FIXE;OUI;NON
351333;CINEMA DE SAMATAN;1;187;32410;Samatan;FIXE;OUI;OUI
352923;REX;6;979;24520;Sarlat-la-Canéda;FIXE;OUI;OUI
355993;CENTRE MULTIMEDIA;1;189;9282;Saverdun;FIXE;OUI;OUI
365721;REX;1;390;40304;Soorts-Hossegor;FIXE;OUI;OUI
366992;LE PARIS;2;344;46309;Souillac;FIXE;OUI;OUI
367052;OCEANIC;1;287;33514;Soulac-sur-Mer;FIXE;OUI;OUI
367871;ATLANTIC;1;206;40310;Soustons;FIXE;OUI;NON
367911;EDEN;1;190;23176;La Souterraine;FIXE;OUI;NON
370483;LE PALACE;1;210;17434;Surgères;FIXE;OUI;OUI
371131;LE MODERNE;2;243;12208;Saint-Affrique;FIXE;NON;OUI
372923;LA VILLA MON CINE;6;951;33366;Saint-André-de-Cubzac;FIXE;OUI;NON
373722;LE QUERLYS;1;108;82155;Saint-Antonin-Noble-Val;FIXE;OUI;NON
374082;LA FABRIQUE;1;341;24372;Saint-Astier;FIXE;OUI;OUI
375012;STUDIO;1;186;24376;Saint Aulaye-Puymangou;FIXE;NON;OUI
377892;M J C;1;284;46251;Saint-Céré;FIXE;OUI;OUI
379013;LE TRIANON;1;225;33389;Saint-Ciers-sur-Gironde;FIXE;OUI;NON
384532;GRAND ECRAN;7;1 251;33397;Sainte-Eulalie;FIXE;NON;NON
385793;CINEMA LA BRECHE;2;512;33402;Sainte-Foy-la-Grande;FIXE;OUI;OUI
386264;LE REGENT;7;1 020;31483;Saint-Gaudens;FIXE;OUI;OUI
386961;LINO VENTURA;1;127;31484;Saint-Geniès-Bellevue;FIXE;OUI;NON
387041;EVEIL CINEMA;1;204;12224;Saint Geniez d'Olt et d'Aubrac;FIXE;OUI;OUI
387092;JEANNE D ARC;1;282;17331;Saint-Genis-de-Saintonge;FIXE;NON;NON
387501;LE RELAIS;1;192;17333;Saint-Georges-de-Didonne;FIXE;OUI;OUI
390024;CINEMARINE;4;763;85222;Saint-Gilles-Croix-de-Vie;FIXE;OUI;OUI
390184;MAX LINDER;1;298;9261;Saint-Girons;FIXE;OUI;NON
390680;SALLE DES FETES;1;0;33417;Sainte-Hélène;ITINERANT;NON;NON
390821;LE TIGRE;1;162;85223;Sainte-Hermine;FIXE;OUI;NON
391451;LA VENISE VERTE;1;251;79257;Saint-Hilaire-la-Palud;FIXE;OUI;OUI
392671;EDEN BOURVIL;1;174;17347;Saint-Jean-d'Angély;FIXE;OUI;OUI
393253;LE SELECT;5;775;64483;Saint-Jean-de-Luz;FIXE;OUI;OUI
393312;CINE MONTS;1;298;85234;Saint-Jean-de-Monts;FIXE;OUI;OUI
394201;LE VAUBAN;1;300;64485;Saint-Jean-Pied-de-Port;FIXE;OUI;OUI
395463;LE SELECT;1;290;40266;Saint-Julien-en-Born;FIXE;OUI;OUI
395872;CINE BOURSE;2;328;87154;Saint-Junien;FIXE;OUI;OUI
396502;LE LARY;2;336;65388;Saint-Lary-Soulan;FIXE;NON;NON
396961;LE SAINT LAURENT;1;326;65389;Saint-Laurent-de-Neste;FIXE;NON;OUI
398251;REX;1;192;87161;Saint-Léonard-de-Noblat;FIXE;OUI;OUI
398525;ART CINE;1;50;47252;Sainte-Livrade-sur-Lot;ITINERANT;OUI;NON
398526;L'UTOPIE;1;119;47252;Sainte-Livrade-sur-Lot;FIXE;OUI;OUI
405772;L'ETOILE;3;1 072;33449;Saint-Médard-en-Jalles;FIXE;OUI;OUI
407140;SALLE DES FETES;1;0;82168;Saint-Nazaire-de-Valentane;ITINERANT;OUI;NON
408682;SAINT LOUIS;2;496;64493;Saint-Palais;FIXE;OUI;OUI
408744;LE SURF;1;195;17380;Saint-Palais-sur-Mer;FIXE;NON;NON
411461;ELDORADO;3;630;17385;Saint-Pierre-d'Oléron;FIXE;OUI;OUI
411540;LES TOILES DU MOUN;4;299;40281;Saint-Pierre-du-Mont;FIXE;NON;NON
416021;FLORIDA;1;188;17397;Saint-Savinien;FIXE;OUI;OUI
416622;MEDIA 7;1;200;40282;Saint-Sever;FIXE;OUI;NON
417332;LE SEJEFY S;1;167;81271;Saint-Sulpice-la-Pointe;FIXE;OUI;OUI
419912;GRAND ECRAN;1;286;40284;Saint-Vincent-de-Tyrosse;FIXE;OUI;OUI
420443;AREVI;2;264;87187;Saint-Yrieix-la-Perche;FIXE;OUI;OUI
421242;UGC TALENCE;12;2 427;33522;Talence;FIXE;NON;OUI
421441;LE MANOIR;1;328;85288;Talmont-Saint-Hilaire;FIXE;OUI;OUI
421923;CENTRE MULTIMEDIA;1;200;9306;Tarascon-sur-Ariège;FIXE;OUI;OUI
